,data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3,cat
101,8565055,566,NIG22004,22004,17 September 2021,2021,1,Violence against civilians,Attack,Kaduna Communal Militia (Nigeria),,4,Civilians (Nigeria),Fulani Ethnic Group (Nigeria); Pastoralists (Nigeria),7,47,Western Africa,Nigeria,Kaduna,Giwa,,Giwa,11.2803,7.4173,2,Nigeria Punch,National,"On 17 September 2021, a Kaduna Communal militia attacked a Fulani settlement in Rugan Mati (Giwa, Kaduna), coded as Giwa. One person was killed in the attack.",1,1632770112,NGA,victim
102,8545278,566,NIG21947,21947,12 September 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Farmers (Nigeria); Atyap Communal Group (Nigeria),7,47,Western Africa,Nigeria,Kaduna,Zangon Kataf,,Zangon Katab,9.8333,8.4,2,News Chronicle; Nigeria Punch; Daily Leadership (Nigeria); The Cable (Nigeria); Daily Independent (Nigeria),National,"On 12 September 2021, suspected Fulani pastoralists attacked and killed twelve farmers in the Apiye Jim community, in the Atyap chiefdom, and another person in the Atakshusho village, both in Zangon Kataf, Kaduna (coded to Zangon Katab). An unspecified number of people were also reported missing.",13,1632166486,NGA,perpetrator
103,8545468,566,NIG21927,21927,09 September 2021,2021,1,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),Pastoralists (Nigeria); Fulani Ethnic Group (Nigeria),7,37,Western Africa,Nigeria,Plateau,Riyom,,Riyom,9.6368,8.7569,2,Daily Trust (Nigeria),National,"On 9 September 2021, unidentified gunmen attacked Fulani pastoralists and injured twenty-three persons in Waren camp (Riyom, Plateau) coded as Riyom. Ten cattle were killed in the attack.",0,1632166487,NGA,victim
104,8533110,566,NIG21888,21888,06 September 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Irigwe Ethnic Group (Nigeria); Farmers (Nigeria),7,47,Western Africa,Nigeria,Plateau,Bassa,,Miango,9.85,8.7333,2,EONS Intelligence; Daily Independent (Nigeria); The Cable (Nigeria),National,"On 6 September 2021, suspected Fulani militias killed two members of Irigwe ethnic group in a community in Miango (Bassa, Plateau). The attack is reportedly a reprisal over the killing of a pastoralist; other reports stated that three farmers were killed.",2,1631568159,NGA,perpetrator
105,8533510,566,NIG21884,21884,06 September 2021,2021,1,Violence against civilians,Abduction/forced disappearance,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Farmers (Nigeria),7,47,Western Africa,Nigeria,Kwara,Irepodun,,Esie,8.2167,4.9,2,Sahara Reporters,Regional,"On 6 September 2021, suspected Fulani pastoralists abducted an unspecified number of farmers on a farm at Oko-Irese (Irepodun, Kwara), coded as Esie. There are no reports on ransom demands yet.",0,1631568160,NGA,perpetrator
106,8533103,566,NIG21875,21875,05 September 2021,2021,1,Violence against civilians,Attack,Irigwe Ethnic Militia (Nigeria),,4,Civilians (Nigeria),Fulani Ethnic Group (Nigeria); Pastoralists (Nigeria),7,47,Western Africa,Nigeria,Plateau,Bassa,,Miango,9.85,8.7333,2,Daily Independent (Nigeria); The Cable (Nigeria),National,"On 5 September 2021, a Fulani herder was killed by suspected members of Irigwe ethnic militia in a community in Miango (Bassa, Plateau). Irigwe ethnic group denied the allegation made by MACBAN about their involvement in the killing.",1,1631568159,NGA,victim
107,8459509,566,NIG21517,21517,30 August 2021,2021,1,Battles,Armed clash,Hausa Ethnic Militia (Nigeria),,4,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,44,Western Africa,Nigeria,Delta,Sapele,,Amukpe,5.8608,5.7155,1,Nigeria Punch; Osun Defender,National,"On 30 August 2021, Hausas and Fulanis engaged in a clash that resulted in an unspecified number of wounded people in Amukpe (Sapele, Delta). The clash was allegedly as a result of an attack on a Hausa boy by a pastoralist the previous day (coded seperately).",0,1630980850,NGA,victim
108,8459501,566,NIG21505,21505,29 August 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Hausa Ethnic Group (Nigeria),7,47,Western Africa,Nigeria,Delta,Sapele,,Amukpe,5.8608,5.7155,2,Osun Defender; Nigeria Punch,National,"On 29 August 2021, Fulani militia members attacked a Hausa boy near Amukpe (Sapele, Delta). No fatalities reported.",0,1630980850,NGA,perpetrator
109,8459495,566,NIG21495,21495,27 August 2021,2021,1,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),Fulani Ethnic Group (Nigeria); Pastoralists (Nigeria),7,37,Western Africa,Nigeria,Federal Capital Territory,Gwagwalada,,Gwagwalada,8.9414,7.0919,1,Daily Independent (Nigeria); Daily Trust (Nigeria),Subnational-National,"On 27 August 2021, unidentified gunmen attacked a Fulani camp, killed one pastoralist and injured three others at Gwagwalada (Gwagwalada, FCT).",1,1630980850,NGA,victim
110,8460490,566,NIG21819,21819,25 August 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Plateau,Jos North,,Tudun Wada,9.9,8.8833,2,Sun (Nigeria); EONS Intelligence; Blueprint,National,"On 25 August 2021, fulani militia attacked and killed 36 people in Yelwan Zangam (Jos North, Plateau) coded as Tudun Wada.",36,1630983494,NGA,perpetrator
111,8460997,566,NIG21844,21844,25 August 2021,2021,1,Violence against civilians,Sexual violence,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Women (Nigeria); Farmers (Nigeria),7,47,Western Africa,Nigeria,Rivers,Eleme,,Agbonchia,4.7942,7.1228,1,Daily Independent (Nigeria),National,"On 25 August 2021, suspected Fulani pastoralists attacked farmers and raped women on the farms in Agbonchia (Eleme, Rivers). One woman was abducted.",0,1630983496,NGA,perpetrator
112,8461678,566,NIG21811,21811,22 August 2021,2021,2,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Ogun,Ijebu Ode,,Ijebu-Ode,6.8161,3.9159,1,New Telegraph,National,"Around 22 August 2021 (as reported), suspected fulani militias attacked a community in Ijebu-Ode (Ijebu Ode, Ogun) and killed one person.",1,1630983497,NGA,perpetrator
113,8461682,566,NIG21810,21810,22 August 2021,2021,2,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Women (Nigeria),7,47,Western Africa,Nigeria,Ogun,Ijebu North,,Ijebu-Igbo,6.9798,4.0033,2,New Telegraph,National,"Around 22 August 2021 (as reported), suspected fulani militias shot and injured a woman in Oru Awa, (Ijebu North Ogun) coded as Ijebu-Igbo.",0,1630983497,NGA,perpetrator
114,8460483,566,NIG21806,21806,21 August 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Kaduna,Zangon Kataf,,Zangon Katab,9.8333,8.4,2,HumAngle; Guardian (Nigeria); Daily Post (Nigeria); Nigeria Punch,National,"On 21 August 2021, suspected fulani militias attacked civilians in Madooh (Zangon Kataf, Kaduna) coded as Zangon Katab. Government sources claims 9 fatalities while Southern Kaduna Peoples Union claims 15. Scores were injured and houses were burnt.",9,1630983494,NGA,perpetrator
115,8460484,566,NIG21807,21807,21 August 2021,2021,1,Violence against civilians,Attack,Kaduna Communal Militia (Nigeria),,4,Civilians (Nigeria),Fulani Ethnic Group (Nigeria); Pastoralists (Nigeria),7,47,Western Africa,Nigeria,Kaduna,Zangon Kataf,,Zonkwa,9.7833,8.2833,2,Sun (Nigeria); Sahara Reporters; Daily Leadership (Nigeria),National-Regional,"On 21 August 2021, a Kaduna communal militia attacked Fulani settlements Kankada, Ribok and Tsoriyang (Zangon Kataf, Kaduna) coded as Zonkwa, three people were killed.",3,1630983494,NGA,victim
116,8460466,566,NIG21774,21774,19 August 2021,2021,1,Violence against civilians,Abduction/forced disappearance,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Teachers (Nigeria),7,47,Western Africa,Nigeria,Abia,Isuikwuato,,Onuaku Uturu,5.8558,7.5119,2,Sun (Nigeria); Daily Independent (Nigeria),National,"On 19 August 2021, suspected pastoralists robbed and abducted two lecturers and an unspecified number of people along ABSU/Isuikwuato road (Isuikwuato, Abia) coded as Onuaku Uturu. There are reports of an unspecified ransom amount, one of the victims escaped from the abductors around 24 August.",0,1630983494,NGA,perpetrator
117,8460460,566,NIG21760,21760,17 August 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Irigwe Ethnic Group (Nigeria),7,47,Western Africa,Nigeria,Plateau,Bassa,,Miango,9.85,8.7333,1,Daily Independent (Nigeria); Daily Post (Nigeria),National,"On 17 August 2021, armed Fulani militias attacked and killed five persons of Irigwe ethnicity at Tafi-Gana in Miango (Bassa, Plateau). Reports link the attacks to the attack on commuters that happened on 14 August.",5,1630983494,NGA,perpetrator
118,8460450,566,NIG21735,21735,15 August 2021,2021,1,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),Fulani Ethnic Group (Nigeria); Pastoralists (Nigeria),7,37,Western Africa,Nigeria,Federal Capital Territory,Kwali,,Kwali,8.8672,7.005,2,Blueprint; Daily Trust (Nigeria),Subnational-National,"On 15 August 2021, armed militias attacked Dogon Ruwa, (Kwali, FCT) coded as Kwali. Four Fulani pastoralists were kidnapped and others were reported injured.",0,1630983494,NGA,victim
119,8460445,566,NIG21720,21720,14 August 2021,2021,1,Violence against civilians,Attack,Irigwe Ethnic Militia (Nigeria),,4,Civilians (Nigeria),Fulani Ethnic Group (Nigeria); Pastoralists (Nigeria),7,47,Western Africa,Nigeria,Plateau,Jos North,,Gada Biu,9.9294,8.8706,2,New Telegraph; Daily Post (Nigeria); Daily Trust (Nigeria),National,"On 14 August 2021, Irigwe youth militia attacked Fulani travellers along Rukuba - Gada Biu road, (Jos North LGA, Plateau state). The attack was a reprisal for attacks by suspected pastoralists in previous weeks. Varying reports state that between 22 to 25 people were killed and 14 injured. Fatalities coded as 22.",22,1630983494,NGA,victim
120,8460439,566,NIG21699,21699,10 August 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Women (Nigeria); Farmers (Nigeria),7,47,Western Africa,Nigeria,Plateau,Bassa,,Miango,9.85,8.7333,1,Daily Independent (Nigeria); Sun (Nigeria),National,"On 10 August 2021, suspected Fulani herders attacked and killed 3 women working on a farm in Jebbu Miango, (Bassa LGA, Plateau state).",3,1630983494,NGA,perpetrator
121,8460995,566,NIG21674,21674,08 August 2021,2021,2,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Lapai Communal Group (Nigeria),7,47,Western Africa,Nigeria,Niger,Lapai,,Dobogi,8.5676,6.6829,2,Daily Independent (Nigeria),National,"Around 8 August 2021 (as reported), suspected Fulani herders attempted to kidnap a traditional ruler in Gase, (Lapai LGA, Niger state) coded as Dobogi. The attempt was foiled by members of the community who responded to alarm raised by family members.",0,1630983496,NGA,perpetrator
122,8460425,566,NIG21662,21662,07 August 2021,2021,2,Violence against civilians,Attack,Kaduna Communal Militia (Nigeria),,4,Civilians (Nigeria),Pastoralists (Nigeria),7,47,Western Africa,Nigeria,Kaduna,Zangon Kataf,,Madauci,9.7833,8.3167,1,Sun (Nigeria); Nigeria Punch,National,"Around 7 August 2021 (as reported), a 10 year old herder was killed by a local militia in Madauci forest (Zangon Kataf LGA, Kaduna state).",1,1630983494,NGA,victim
123,8461050,566,NIG21667,21667,07 August 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Women (Nigeria),7,47,Western Africa,Nigeria,Benue,Ogbadibo,,Otukpa,7.0892,7.6499,1,Daily Post (Nigeria),National,"On 7 August 2021, suspected Fulani herders attacked Aho market (Ogbadibo LGA, Benue state) coded as Otukpa. One woman was abducted and a demand for ransom of 100 million naira was made. One person was reported wounded.",0,1630983496,NGA,perpetrator
124,8461062,566,NIG21646,21646,04 August 2021,2021,1,Violence against civilians,Abduction/forced disappearance,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Catholic Christian Group (Nigeria),7,47,Western Africa,Nigeria,Benue,Ogbadibo,,Otukpa,7.0892,7.6499,2,Daily Post (Nigeria),National,"On 4 August 2021, suspected Fulani herders abducted a Catechist in Owukpa, (Ogbadibo LGA, Benue state) coded as Otukpa. The victim was released on 6 August after an undisclosed amount was paid as ransom.",0,1630983496,NGA,perpetrator
125,8461217,566,NIG21618,21618,04 August 2021,2021,2,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Irigwe Ethnic Group (Nigeria),7,47,Western Africa,Nigeria,Plateau,Bassa,,Bassa,9.9333,8.7333,1,EONS Intelligence,National,"Around 4 August 2021 (as reported), Fulani herders attacked Irigwe community in Bassa (Bassa LGA, Plateau state). Reports state about 45 residents killed.",45,1630983496,NGA,perpetrator
126,8565051,566,NIG21999,21999,03 August 2021,2021,1,Violence against civilians,Attack,Niger Communal Militia (Nigeria),,4,Civilians (Nigeria),Fulani Ethnic Group (Nigeria); Pastoralists (Nigeria),7,47,Western Africa,Nigeria,Niger,Suleja,,Suleja,9.1758,7.1808,2,Nigeria Punch,National,"On 3 August 2021, a militia from Niger attacked Agwan Fulani in Kwakwashi (Suleja, Niger), coded as Suleja, and abducted nine persons; one of the victims escaped with bullet wounds. There are no reports about demands for ransom.",0,1632770112,NGA,victim
127,8460404,566,NIG21603,21603,02 August 2021,2021,2,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Farmers (Nigeria),7,47,Western Africa,Nigeria,Plateau,Bassa,,Miango,9.85,8.7333,2,New Telegraph; Daily Champion,National,"Around 2 August 2021 (as reported), Fulani pastoralists attacked a village in Jebbu Miango (Bassa LGA, Plateau state), location coded as Miango. The reason for the attack is not known. Four people were reported killed by the pastoralists in the attack, over 200 houses and farmlands were burnt.",4,1630983494,NGA,perpetrator
128,8462095,566,NIG21604,21604,02 August 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Plateau,Bassa,,Miango,9.85,8.7333,1,Sun (Nigeria),National,"On 2 August 2021, Fulani herders attacked Kwall Central in Miango (Bassa LGA, Plateau state). The attack led to the death of at least 10 people, the displacement of over 15,000 persons and destruction of houses.",10,1630983498,NGA,perpetrator
129,8462084,566,NIG21589,21589,01 August 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Farmers (Nigeria),7,47,Western Africa,Nigeria,Enugu,Isi Uzo,,Eha Amufu,6.6592,7.7596,1,Sun (Nigeria),National,"On 1 August 2021, suspected Fulani herders attacked a community in Eha Amufu (Isi Uzo LGA, Enugu state). The attack resulted in the death of 8 people, kidnap of many, injury of some and destruction of farm lands.",8,1630983498,NGA,perpetrator
130,8564949,566,NIG21998,21998,01 August 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Plateau,Bassa,,Bassa,9.9333,8.7333,2,Guardian (Nigeria),National,"On 1 August 2021, suspected Fulani pastoralists attacked and killed seven persons, while nine others were wounded in Kpachudu (Bassa, Plateau), coded as Bassa. The police claims four people were killed and fifty houses burnt.",4,1632770111,NGA,perpetrator
131,8564888,566,NIG21995,21995,31 July 2021,2021,1,Battles,Armed clash,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Irigwe Ethnic Militia (Nigeria),,4,44,Western Africa,Nigeria,Plateau,Bassa,,Bassa,9.9333,8.7333,2,Daily Independent (Nigeria),National,"On 31 July 2021, Fulani and Irigwe ethnic militias clashed in some villages in Bassa LGA (Plateau) coded as Bassa; fifty houses were burnt and four Irigwe indigenes were killed.",4,1632770111,NGA,perpetrator
132,8460394,566,NIG21573,21573,30 July 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Farmers (Nigeria),7,47,Western Africa,Nigeria,Plateau,Bassa,,Miango,9.85,8.7333,2,Guardian (Nigeria); Sahara Reporters,National-Regional,"On 30 July 2021, Fulani pastoralists attacked Nche-Tahu village in Miango (Bassa LGA, Plateau state), location coded as Miango. The attack led to the death of three people and several injured. Houses and farmlands were destroyed by the attackers.",3,1630983494,NGA,perpetrator
133,8461384,566,NIG21574,21574,30 July 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Plateau,Riyom,,Riyom,9.6368,8.7569,2,Guardian (Nigeria),National,"On 30 July 2021, Fulani pastoralists attacked Gwa Rim village (Riyom LGA, Plateau state), location coded as Riyom. The reason for the attack is not reported. One person was reported killed as a result of the attack.",1,1630983496,NGA,perpetrator
134,8461123,566,NIG21467,21467,27 July 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Barmo Communal Group (Nigeria),7,47,Western Africa,Nigeria,Nassarawa,Wamba,,Wamba,8.9333,8.6,2,Daily Trust (Nigeria),National,"On 27 July 2021, armed militia suspected to be Fulani herders in Barmo community (Wamba LGA, Nasarawa state) attacked and killed one person from the community.",1,1630983496,NGA,perpetrator
135,8403622,566,NIG21461,21461,26 July 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Enugu,Uzo Uwani,,Nimbo,6.8167,7.1667,1,New Telegraph; Daily Post (Nigeria),National,"On 26 July 2021, Fulani ethnic militia attacked civilians in Nimbo (Uzo Uwani LGA, Enugu state). The number of casualties still unknown, some report scores dead, others report three. Unknown fatalities coded as 3.",3,1627934658,NGA,perpetrator
136,8461111,566,NIG21458,21458,26 July 2021,2021,1,Violence against civilians,Attack,Taraba Communal Militia (Nigeria),,4,Civilians (Nigeria),Fulani Ethnic Group (Nigeria); Pastoralists (Nigeria),7,47,Western Africa,Nigeria,Taraba,Karim Lamidu,,Karim Lamido,9.3,11.2,2,Daily Trust (Nigeria),National,"On 26 July 2021, a Fulani settlement was attacked by a communal militia in Mungadaso village (Karim Lamido, Taraba state). The attack was reported to be a reprisal attack. Six fatalities reported.",6,1630983496,NGA,victim
137,8460388,566,NIG21447,21447,24 July 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Farmers (Nigeria),7,47,Western Africa,Nigeria,Delta,Ukwuani,,Obiaruku Quarters,5.8467,6.1526,1,Nigeria Punch; Blueprint,National,"On 24 July 2021, Fulani herders attacked farmers in Obiaruku Quarters (Ukwuani LGA, Delta state), leading to the displacements of the residents of the village and abduction of an undisclosed number of people.",0,1630983494,NGA,perpetrator
138,8394519,566,NIG21431,21431,21 July 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Tiv Ethnic Group (Nigeria); Farmers (Nigeria); Women (Nigeria),7,47,Western Africa,Nigeria,Nassarawa,Keana,,Keana,8.1333,8.8,2,Daily Trust (Nigeria); Sahara Reporters; HumAngle,National-Regional,"On 21 July 2021, suspected Fulani pastoralists killed five Tiv farmers (four of them, women) in the Gidan Sule village, Keana LGA (Nassarawa) [coded Keana].",5,1627328512,NGA,perpetrator
139,8394515,566,NIG21420,21420,20 July 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Benue,Guma,,Gbajimba,7.8155,8.8604,2,Sahara Reporters; Legit; Daily Trust (Nigeria),National-Regional,"On 20 July 2021, a baby and four other people were killed by suspected Fulani pastoralists along the Uikpam - Umenger road, Guma LGA (Benue) [coded Gbajimba]. Later the day, the group killed eight people in Ude Branch, Guma LGA.",13,1627328512,NGA,perpetrator
140,8394691,566,NIG21415,21415,19 July 2021,2021,2,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),Fulani Ethnic Group (Nigeria); Pastoralists (Nigeria),7,37,Western Africa,Nigeria,Nassarawa,Lafia,,Lafia,8.4833,8.5167,2,Daily Trust (Nigeria),National,"Around 19 July 2021 (as reported), two pastoralists were killed by unidentified individuals in the border areas between Benue and Nasarawa States [coded Lafia, Lafia LGA].",2,1627328512,NGA,victim
141,8394510,566,NIG21405,21405,18 July 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Farmers (Nigeria); Aid Workers (Nigeria); Students (Nigeria),7,47,Western Africa,Nigeria,Benue,Guma,,Gbajimba,7.8155,8.8604,2,Sahara Reporters; Legit; Daily Post (Nigeria); HumAngle,National-Regional,"On 18 July 2021, suspected Fulani pastoralists killed between 8 to 12 people, including a student working as a farmer and two aid workers in Guma LGA (Benue) [coded Gbajimba]. The people were killed in the Mbabai, Nzorov and Uvir council wards.",8,1627328512,NGA,perpetrator
142,8386374,566,NIG21340,21340,13 July 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Atyap Communal Group (Nigeria); Catholic Christian Group (Nigeria); Christian Group (Nigeria),7,47,Western Africa,Nigeria,Kaduna,Zangon Kataf,,Magamiya,9.8333,8.3833,2,Sahara Reporters,Regional,"On 13 July 2021, suspected Fulani pastoralists killed two people during attacks in the Makaru, Magata and Magori villages, in Atyap Chiefdom, Zangon Kataf LGA (Kaduna) [coded to Magamiya]. The group also burnt eight homes and the Catholic church in Magata and 19 villages in Magori. In Makarau, the group burnt down the ECWA and Anglican Churches.",2,1626727060,NGA,perpetrator
143,8394937,566,NIG21344,21344,13 July 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Riyom Communal Militia (Nigeria),7,47,Western Africa,Nigeria,Plateau,Riyom,,Riyom,9.6368,8.7569,2,Sun (Nigeria),National,"On 13 July 2021, suspected Fulani pastoralists attacked the Kum village, Riyom LGA (Plateau) [coded to Riyom]. Two people were killed. According to reports, the two were members of a local militia.",2,1627328513,NGA,perpetrator
144,8385792,566,NIG21331,21331,12 July 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Atyap Communal Group (Nigeria),7,47,Western Africa,Nigeria,Kaduna,Zangon Kataf,,Magamiya,9.8333,8.3833,1,Daily Trust (Nigeria); Nigeria Punch,National,"On 12 July 2021, suspected Fulani pastoralists killed two people in Magamiya, in the Atyap Chiefdom (Zangon Kataf LGA, Kaduna). The traditional ruler of Atyap Chiefdom was attacked and several of his houses and two vehicle were set on fire, six other houses were also burnt.",2,1626727059,NGA,perpetrator
145,8385794,566,NIG21334,21334,12 July 2021,2021,2,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Atyap Communal Group (Nigeria); Former Military Forces of Nigeria (2015-); Christian Group (Nigeria),7,47,Western Africa,Nigeria,Kaduna,Zangon Kataf,,Zonkwa,9.7833,8.2833,2,Daily Trust (Nigeria); Daily Independent (Nigeria),National,"Around 12 July 2021 (between 12 - 13 July), suspected Fulani pastoralists attacked the Matyei village and Abuyab community, in the Atyap Chiefdom, Zangon Kataf LGA (Kaduna) [coded to Zonkwa]. During the attack, eight people were killed, several were injured and 156 houses in Matyei and 11 in Abuyab were set on fire, including the family house of a retired Army General. A church was also set on fire.",8,1626727059,NGA,perpetrator
146,8386052,566,NIG21332,21332,12 July 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Atyap Communal Group (Nigeria),7,47,Western Africa,Nigeria,Kaduna,Zangon Kataf,,Magamiya,9.8333,8.3833,2,Daily Trust (Nigeria),National,"On 12 July 2021, suspected Fulani pastoralists killed 10 people in the Makarau and Kachechere communities, in the Atyap Chiefdom, Zangon Kataf LGA (Kaduna) [coded to Magamiya]. The group also set 12 houses on fire.",10,1626727059,NGA,perpetrator
147,8394487,566,NIG21319,21319,11 July 2021,2021,1,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),Fulani Ethnic Group (Nigeria); Pastoralists (Nigeria),7,37,Western Africa,Nigeria,Kaduna,Zangon Kataf,,Jankasa,9.7167,8.4667,1,Daily Leadership (Nigeria); Daily Independent (Nigeria); Daily Trust (Nigeria),National,"On 11 July 2021, unidentified armed individuals killed nine people in Jankasa (Zangon Kataf LGA, Kaduna). The group also burnt Fulani houses, cattle and domestic animals. The event might be a retaliation for an attack in Warkan on 8 July (coded separately). According to a source, the perpetrators were Fulani pastoralists.",9,1627328512,NGA,victim
148,8385983,566,NIG21308,21308,10 July 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Oyo,Akinyele,,Akinkunmi,7.6403,3.9247,1,Daily Independent (Nigeria),National,"On 10 July 2021, Fulani pastoralists killed one person and injured two others in Akinkunmi (Akinyele LGA, Oyo). The fatal victim was a youth leader in Ibadan.",1,1626727059,NGA,perpetrator
149,8376081,566,NIG21285,21285,09 July 2021,2021,2,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Edo,Uhunmwode,,Ehor,6.6156,5.9838,2,Sun (Nigeria); Guardian (Nigeria),National,"Around 9 July 2021 (as reported), suspected Fulani pastoralists attacked and injured several people near the Urokuosa community, Uhunmwode LGA (Edo) [coded Ehor].",0,1626118832,NGA,perpetrator
150,8376067,566,NIG21259,21259,06 July 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Kaduna,Zangon Kataf,,Kibori,9.85,8.4166,1,Daily Post (Nigeria); Nigerian Eye,National,"On 6 July 2021, suspected Fulani pastoralists killed four members of the same family in Kibori (Zangon Kataf LGA, Kaduna).",4,1626118832,NGA,perpetrator
151,8376060,566,NIG21250,21250,05 July 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Bassa Communal Group (Nigeria),7,47,Western Africa,Nigeria,Plateau,Bassa,,Miango,9.85,8.7333,2,Daily Leadership (Nigeria); Nigeria Punch; Legit,National,"On 5 July 2021, suspected Fulani pastoralists opened fire against the car of a traditional ruler of the Bassa LGA, as the ruler was on his way to Miango (Bassa LGA, Plateau), after a peace meeting with Fulani pastoralists. No one was injured.",0,1626118832,NGA,perpetrator
